7150	9820
7518	28990
3364	5111
1287	9921
324	26524
571	4361
5868	84461
6782	7917
5335	8711
1994	7023
27111	83540
11346	55930
4686	22938
4849	4914
6747	7919
8666	124540
841	3064
3226	23165
55837	60625
29110	55149
26275	64207
5940	7531
84289	159989
10097	79631
6416	51776
64782	79158
2103	2181
11144	64326
3594	51561
2099	26959
672	10399
840	8428
23025	127733
3428	6731
11010	59344
3065	3308
6925	8440
5782	9050
5824	84302
386676	386676
1956	2185
525	23317
8575	10642
26270	201595
9126	27023
10482	58189
4641	22828
10084	84708
10845	79178
7158	7520
1994	154807
8021	9818
11190	23354
408	7189
1762	10116
324	9894
8452	64210
4914	91754
9644	57142
3576	5970
4212	8214
3442	9510
11196	51741
9911	51421
3303	9131
10011	29089
5789	5792
7316	64786
81929	84219
375	26270
3964	57670
758	26502
10466	91949
27332	51497
472	5430
23195	83987
6605	80321
2771	4628
23350	51547
6506	6506
813	3985
51160	388324
3276	3420
4914	24148
3054	5439
1856	54715
983	51596
966	1956
1446	1460
1915	8600
1173	10397
3708	5708
27044	81550
5605	7756
351	3308
79139	154141
4836	7040
10981	90231
3716	5777
292	6189
8452	22827
3275	6399
182	57534
9904	79954
988	50628
5715	7329
23295	29089
6189	84305
2307	55149
7094	23363
5111	7404
330	7332
10460	54785
3172	6880
8543	8861
29110	117178
8417	84324
79169	90441
2512	79001
7157	147923
839	5130
1456	284427
51150	55610
8480	11269
6122	9820
267	4627
163	51320
23022	132320
1432	84259
5706	51700
3295	9820
4792	23291
7514	51389
26043	197131
3310	6464
3054	25942
2800	26277
3059	6850
8663	8669
1107	5997
8452	27044
6633	23451
55145	201181
7283	50855
875	7360
6184	51097
5129	84445
6275	79959
2060	3889
142	200558
51806	55702
10890	220988
5695	5700
3416	284106
7430	11059
9129	338657
2825	8460
124790	339834
10980	50813
166	22893
6632	9343
8894	51602
8803	9054
672	25926
10687	59271
1399	10131
10928	53981
8359	55869
7049	10755
2274	4609
3937	50852
10980	83892
5831	93436
9495	166929
1387	3020
2908	6857
29896	64969
6217	9212
868	8837
8766	120892
1848	4188
8359	56341
10336	11065
10054	10460
6632	7874
27068	348110
2596	84548
3178	4914
4695	7484
3082	6382
4001	7316
51340	100534599
4171	7280
6303	81628
51028	83547
5925	81579
4046	26059
6129	6168
11190	27339
8729	25953
1457	2312
1642	7317
5436	7134
9924	10575
9869	23390
3866	23237
5141	9049
6732	6790
8607	27043
330	25898
6277	27101
9099	81565
857	4846
2130	3306
7013	57175
6790	10534
351	3814
3920	9179
3336	4329
162	51512
2530	53407
4673	6139
3646	6234
8945	26271
4734	6198
6118	10270
6138	23521
9463	57463
23390	55515
55288	139322
4356	146712
1994	9148
4193	5747
2634	5184
6124	10980
6128	26354
672	10499
1	310
58	3059
1759	5303
9382	29126
373	64400
59349	81030
6921	9021
9557	115992
9782	22827
558	6464
6227	11047
1727	6389
3433	6627
7514	93436
6908	53981
8473	23640
7334	51719
7322	60496
5928	5947
7514	64599
9094	22902
3560	3932
1915	55366
3190	6687
753	23070
310	7273
4281	5689
9618	54971
7412	653214
6047	55293
1994	2887
857	3710
1027	3659
55275	55770
2314	26260
727	729
2782	2791
6045	84687
27043	728642
2896	4914
3006	22827
7385	23770
7072	8452
9318	9807
4926	29899
1457	10014
1159	7170
4914	114791
1902	6548
648	80315
4609	27349
10054	84936
9532	261734
6774	6776
7329	9063
1869	6689
7536	83737
8975	10492
166	6631
4354	6788
6320	11342
5581	8517
563	4174
6426	6625
1476	10726
1674	10574
9158	91768
1788	10919
6193	192670
7040	29893
1956	28969
6280	10421
23065	79139
65083	79727
351	10813
55854	84321
10042	116840
353	7879
1408	64359
8932	125997
4255	5111
3428	11176
2908	23132
6176	6233
1026	1457
1742	2897
2885	6352
3163	3778
5970	11124
6122	9051
162	7514
1017	7534
10521	56252
1601	8312
2187	57697
5048	5144
25	2064
1069	81847
347	9218
4799	8367
7555	27316
6238	23435
3065	114825
3150	10991
2033	4255
6046	6908
915	1173
3654	10482
11091	55832
215	4710
6613	26054
7171	57644
207	7069
6189	54984
79867	493856
23632	91949
3959	9961
367	11188
3609	65008
4722	10960
84259	140739
7514	159090
4628	23392
10214	116173
5071	5714
7741	126298
5265	25818
5976	11140
8449	84466
183	2130
773	23559
5770	6776
4914	8853
4540	126328
4223	5915
596	493856
97	351
1825	3728
217	351
9734	9759
9075	83755
5709	29766
3015	8295
9088	51259
6356	11165
10528	64897
2010	9919
6137	6143
3881	9470
4287	23295
6672	84456
5837	29763
90	283212
2280	2475
1155	7277
997	1460
7534	85451
6832	11033
7841	29079
526	57019
487	55366
301	5478
4171	84126
3065	55893
6717	25801
2355	10498
7412	23499
1487	8290
56852	56897
7128	64127
6598	23542
2120	8651
6993	55791
23167	79791
722	53826
5300	124540
1617	199221
5329	337876
23411	80817
5445	22856
7157	26986
6233	140801
6045	56165
5894	55666
6500	57695
6733	7936
7474	54361
10159	10273
51631	65990
23512	55210
10994	23197
8065	54606
1195	8452
5213	9793
23534	55290
7185	10383
5694	55596
898	10575
6045	139322
6168	9349
64983	128308
27158	80258
6484	64786
6726	6790
4830	25824
23309	25942
7532	26586
2648	27097
3581	7534
4174	440689
23291	96459
5832	10482
29922	388701
22888	51619
7327	23392
351	79837
5371	140691
3308	6446
60485	126374
26576	55692
25913	65057
545	7520
1019	56475
10657	64783
5430	6224
7070	136647
2099	4641
9689	10945
5516	57787
4173	22950
4599	7329
4172	57534
4801	6883
11043	259266
3181	4799
3163	79867
6885	85363
5836	286128
983	5869
7098	54472
6314	6883
4303	5966
2773	9230
718	9477
7317	93436
6157	6208
6732	10523
1000	55699
5782	7454
1912	2275
8480	8570
163	8301
121441	125950
5688	79008
5378	6993
10592	22861
3146	3232
3192	54534
1994	79180
26127	283349
10078	24148
9694	26270
22870	23019
5518	9592
10445	51019
4088	7050
6558	83987
1111	2956
8644	22985
7124	23118
991	29882
351	10242
6154	6175
1956	26073
1020	6120
5687	56658
23016	54512
5693	7431
7533	10075
20	55069
2099	6840
659	4009
5110	27252
2735	7546
4521	8454
57082	79003
3676	8668
1400	10342
3665	6613
26270	79084
8613	9564
1649	10743
6141	6154
4695	4713
1213	5829
3912	7316
4067	5921
2017	6643
6191	6231
9240	64745
648	94081
836	3420
3831	80817
4292	56252
1398	7846
2308	100132074
753	8887
6304	8467
5597	112399
6205	6232
223	672
9349	11224
1499	6256
7324	26001
7335	54986
1642	79923
4188	11135
6772	8841
2957	387332
7328	80196
7514	9414
6607	6632
3480	5747
1969	27333
9061	83940
8350	114799
1187	6733
351	23708
3396	23597
2099	11168
1446	5645
6223	121441
4647	64072
8471	55658
1856	3309
30846	202051
1994	9422
351	64968
2950	4171
1509	3611
6613	7979
11346	126353
2885	54206
389	397
3308	6753
54971	128977
7874	115426
23522	151648
4914	9043
506	648
406	3320
1080	23196
3297	4734
4851	11329
896	5499
3948	7334
4033	7531
10783	56924
5906	11345
993	8673
351	9787
5685	79008
1021	730211
1917	9702
29127	285203
6184	10987
1386	5600
10466	27023
25	5335
475	26528
6201	10987
55835	79039
6301	6396
3315	255738
10587	51079
90	3547
